MONTH,MONTH_NUM,REGION,SEGMENT,REVENUE_BUDGET,REVENUE_ACTUAL,EXPENSE_BUDGET,EXPENSE_ACTUAL,YEAR,REVENUE_VARIANCE,REVENUE_VAR_PCT,EXPENSE_VARIANCE,EXPENSE_VAR_PCT,NETINCOME_BUDGET,NETINCOME_ACTUAL,NETINCOME_VARIANCE,MARGIN_BUDGET,MARGIN_ACTUAL,REV_VARIANCE,REV_VAR_PCT,EXP_VARIANCE,EXP_VAR_PCT,NI_ACTUAL,NI_BUDGET,NI_VARIANCE,NET_MARGIN_PCT,VARIANCE_STATUS,RISK_FLAG,RUN_DATE
Apr,4,Latin America,Equity Funds,3908649.2,3463699.61,3017975.14,3146430.27,2024,-444949.59,-11.38,128455.13,4.26,890674.06,317269.34,-573404.72,22.79,9.16,-444949.59,-11.38,128455.13,4.26,317269.34,890674.06,-573404.72,9.16,CRITICAL,CRITICAL,2026-03-01
Apr,4,Latin America,Fixed Income,5031786.12,4519747.31,2849671.98,2936695.76,2024,-512038.81,-10.18,87023.78,3.05,2182114.14,1583051.55,-599062.59,43.37,35.03,-512038.81,-10.18,87023.78,3.05,1583051.55,2182114.14,-599062.59,35.03,CRITICAL,CRITICAL,2026-03-01
Apr,4,Latin America,Real Estate,1314016.49,1345682.69,773723.64,863570.48,2024,31666.2,2.41,89846.84,11.61,540292.85,482112.21,-58180.64,41.12,35.83,31666.2,2.41,89846.84,11.61,482112.21,540292.85,-58180.64,35.83,FAVORABLE,OK,2026-03-01
Apr,4,Latin America,Hedge Funds,4028523.66,3903385.67,2267594.58,2181188.98,2024,-125137.99,-3.11,-86405.6,-3.81,1760929.08,1722196.69,-38732.39,43.71,44.12,-125137.99,-3.11,-86405.6,-3.81,1722196.69,1760929.08,-38732.39,44.12,UNFAVORABLE,WATCH,2026-03-01
Apr,4,Latin America,Private Equity,4023599.22,4468565.1,3125860.21,3372458.56,2024,444965.88,11.06,246598.35,7.89,897739.01,1096106.54,198367.53,22.31,24.53,444965.88,11.06,246598.35,7.89,1096106.54,897739.01,198367.53,24.53,FAVORABLE,OK,2026-03-01
Apr,4,Middle East,Equity Funds,3947010.52,4387945.65,2088762.1,2243263.26,2024,440935.13,11.17,154501.16,7.4,1858248.42,2144682.39,286433.97,47.08,48.88,440935.13,11.17,154501.16,7.4,2144682.39,1858248.42,286433.97,48.88,FAVORABLE,OK,2026-03-01
Apr,4,Middle East,Fixed Income,3020893.59,3188390.94,1736692.4,1883288.62,2024,167497.35,5.54,146596.22,8.44,1284201.19,1305102.32,20901.13,42.51,40.93,167497.35,5.54,146596.22,8.44,1305102.32,1284201.19,20901.13,40.93,FAVORABLE,OK,2026-03-01
Apr,4,Middle East,Real Estate,4616438.87,4332653.56,2027182.42,2080861.42,2024,-283785.31,-6.15,53679.0,2.65,2589256.45,2251792.14,-337464.31,56.09,51.97,-283785.31,-6.15,53679.0,2.65,2251792.14,2589256.45,-337464.31,51.97,UNFAVORABLE,WATCH,2026-03-01
Apr,4,Middle East,Hedge Funds,2559633.72,2364184.1,1033728.64,1107619.32,2024,-195449.62,-7.64,73890.68,7.15,1525905.08,1256564.78,-269340.3,59.61,53.15,-195449.62,-7.64,73890.68,7.15,1256564.78,1525905.08,-269340.3,53.15,UNFAVORABLE,WATCH,2026-03-01
Apr,4,Middle East,Private Equity,2319127.88,2194601.05,1436052.08,1590477.97,2024,-124526.83,-5.37,154425.89,10.75,883075.8,604123.08,-278952.72,38.08,27.53,-124526.83,-5.37,154425.89,10.75,604123.08,883075.8,-278952.72,27.53,UNFAVORABLE,WATCH,2026-03-01
May,5,North America,Equity Funds,1156925.47,1228608.01,801744.17,829818.6,2024,71682.54,6.2,28074.43,3.5,355181.3,398789.41,43608.11,30.7,32.46,71682.54,6.2,28074.43,3.5,398789.41,355181.3,43608.11,32.46,FAVORABLE,OK,2026-03-01
May,5,North America,Fixed Income,2628558.14,2452926.13,2043833.78,1948773.94,2024,-175632.01,-6.68,-95059.84,-4.65,584724.36,504152.19,-80572.17,22.25,20.55,-175632.01,-6.68,-95059.84,-4.65,504152.19,584724.36,-80572.17,20.55,UNFAVORABLE,WATCH,2026-03-01
May,5,North America,Real Estate,3262586.54,3204254.48,2013924.0,1932138.37,2024,-58332.06,-1.79,-81785.63,-4.06,1248662.54,1272116.11,23453.57,38.27,39.7,-58332.06,-1.79,-81785.63,-4.06,1272116.11,1248662.54,23453.57,39.7,ON TARGET,OK,2026-03-01
May,5,North America,Hedge Funds,3565444.54,3240837.24,1870781.9,1699966.68,2024,-324607.3,-9.1,-170815.22,-9.13,1694662.64,1540870.56,-153792.08,47.53,47.55,-324607.3,-9.1,-170815.22,-9.13,1540870.56,1694662.64,-153792.08,47.55,UNFAVORABLE,WATCH,2026-03-01
May,5,North America,Private Equity,2858530.47,2663956.91,2063787.31,2175026.27,2024,-194573.56,-6.81,111238.96,5.39,794743.16,488930.64,-305812.52,27.8,18.35,-194573.56,-6.81,111238.96,5.39,488930.64,794743.16,-305812.52,18.35,UNFAVORABLE,WATCH,2026-03-01
May,5,Europe,Equity Funds,4689012.3,4239459.18,2795139.37,2612325.96,2024,-449553.12,-9.59,-182813.41,-6.54,1893872.93,1627133.22,-266739.71,40.39,38.38,-449553.12,-9.59,-182813.41,-6.54,1627133.22,1893872.93,-266739.71,38.38,UNFAVORABLE,WATCH,2026-03-01
May,5,Europe,Fixed Income,1564261.31,1479532.66,772684.71,782579.83,2024,-84728.65,-5.42,9895.12,1.28,791576.6,696952.83,-94623.77,50.6,47.11,-84728.65,-5.42,9895.12,1.28,696952.83,791576.6,-94623.77,47.11,UNFAVORABLE,WATCH,2026-03-01
May,5,Europe,Real Estate,4003962.69,3995197.56,1955018.32,1989769.58,2024,-8765.13,-0.22,34751.26,1.78,2048944.37,2005427.98,-43516.39,51.17,50.2,-8765.13,-0.22,34751.26,1.78,2005427.98,2048944.37,-43516.39,50.2,ON TARGET,OK,2026-03-01
May,5,Europe,Hedge Funds,2596512.02,2316946.64,1755704.63,1746320.4,2024,-279565.38,-10.77,-9384.23,-0.53,840807.39,570626.24,-270181.15,32.38,24.63,-279565.38,-10.77,-9384.23,-0.53,570626.24,840807.39,-270181.15,24.63,CRITICAL,CRITICAL,2026-03-01
May,5,Europe,Private Equity,3890609.74,4011479.19,2208543.62,2022600.64,2024,120869.45,3.11,-185942.98,-8.42,1682066.12,1988878.55,306812.43,43.23,49.58,120869.45,3.11,-185942.98,-8.42,1988878.55,1682066.12,306812.43,49.58,FAVORABLE,OK,2026-03-01
May,5,Asia Pacific,Equity Funds,3476470.42,3158124.37,1802714.73,1848713.23,2024,-318346.05,-9.16,45998.5,2.55,1673755.69,1309411.14,-364344.55,48.15,41.46,-318346.05,-9.16,45998.5,2.55,1309411.14,1673755.69,-364344.55,41.46,UNFAVORABLE,WATCH,2026-03-01
May,5,Asia Pacific,Fixed Income,4139716.27,4090550.81,2109083.49,2291392.67,2024,-49165.46,-1.19,182309.18,8.64,2030632.78,1799158.14,-231474.64,49.05,43.98,-49165.46,-1.19,182309.18,8.64,1799158.14,2030632.78,-231474.64,43.98,ON TARGET,OK,2026-03-01
May,5,Asia Pacific,Real Estate,5078145.16,5211758.36,2814340.55,3116661.65,2024,133613.2,2.63,302321.1,10.74,2263804.61,2095096.71,-168707.9,44.58,40.2,133613.2,2.63,302321.1,10.74,2095096.71,2263804.61,-168707.9,40.2,FAVORABLE,OK,2026-03-01
May,5,Asia Pacific,Hedge Funds,1726379.13,1584287.26,802600.61,720747.84,2024,-142091.87,-8.23,-81852.77,-10.2,923778.52,863539.42,-60239.1,53.51,54.51,-142091.87,-8.23,-81852.77,-10.2,863539.42,923778.52,-60239.1,54.51,UNFAVORABLE,WATCH,2026-03-01
May,5,Asia Pacific,Private Equity,826458.68,785054.94,449203.36,471515.02,2024,-41403.74,-5.01,22311.66,4.97,377255.32,313539.92,-63715.4,45.65,39.94,-41403.74,-5.01,22311.66,4.97,313539.92,377255.32,-63715.4,39.94,UNFAVORABLE,WATCH,2026-03-01
May,5,Latin America,Equity Funds,3893181.92,4289269.0,2326410.35,2396235.05,2024,396087.08,10.17,69824.7,3.0,1566771.57,1893033.95,326262.38,40.24,44.13,396087.08,10.17,69824.7,3.0,1893033.95,1566771.57,326262.38,44.13,FAVORABLE,OK,2026-03-01
May,5,Latin America,Fixed Income,3523413.66,3561096.47,2688657.83,2952196.7,2024,37682.81,1.07,263538.87,9.8,834755.83,608899.77,-225856.06,23.69,17.1,37682.81,1.07,263538.87,9.8,608899.77,834755.83,-225856.06,17.1,ON TARGET,OK,2026-03-01
May,5,Latin America,Real Estate,3986425.27,3802359.4,2114121.17,2149236.07,2024,-184065.87,-4.62,35114.9,1.66,1872304.1,1653123.33,-219180.77,46.97,43.48,-184065.87,-4.62,35114.9,1.66,1653123.33,1872304.1,-219180.77,43.48,UNFAVORABLE,WATCH,2026-03-01
May,5,Latin America,Hedge Funds,2088094.7,2188189.78,1067352.37,1067473.33,2024,100095.08,4.79,120.96,0.01,1020742.33,1120716.45,99974.12,48.88,51.22,100095.08,4.79,120.96,0.01,1120716.45,1020742.33,99974.12,51.22,FAVORABLE,OK,2026-03-01
May,5,Latin America,Private Equity,2609457.43,2566889.04,1314206.55,1235470.2,2024,-42568.39,-1.63,-78736.35,-5.99,1295250.88,1331418.84,36167.96,49.64,51.87,-42568.39,-1.63,-78736.35,-5.99,1331418.84,1295250.88,36167.96,51.87,ON TARGET,OK,2026-03-01
May,5,Middle East,Equity Funds,1263099.23,1285895.37,952966.85,1067225.08,2024,22796.14,1.8,114258.23,11.99,310132.38,218670.29,-91462.09,24.55,17.01,22796.14,1.8,114258.23,11.99,218670.29,310132.38,-91462.09,17.01,ON TARGET,OK,2026-03-01
May,5,Middle East,Fixed Income,3290380.95,3492754.25,1912241.97,1981775.44,2024,202373.3,6.15,69533.47,3.64,1378138.98,1510978.81,132839.83,41.88,43.26,202373.3,6.15,69533.47,3.64,1510978.81,1378138.98,132839.83,43.26,FAVORABLE,OK,2026-03-01
May,5,Middle East,Real Estate,4726819.69,4879724.43,2340539.49,2110928.3,2024,152904.74,3.23,-229611.19,-9.81,2386280.2,2768796.13,382515.93,50.48,56.74,152904.74,3.23,-229611.19,-9.81,2768796.13,2386280.2,382515.93,56.74,FAVORABLE,OK,2026-03-01
May,5,Middle East,Hedge Funds,2338385.66,2539149.97,1201435.99,1257280.76,2024,200764.31,8.59,55844.77,4.65,1136949.67,1281869.21,144919.54,48.62,50.48,200764.31,8.59,55844.77,4.65,1281869.21,1136949.67,144919.54,50.48,FAVORABLE,OK,2026-03-01
May,5,Middle East,Private Equity,2136600.57,2162289.32,1461504.48,1396444.32,2024,25688.75,1.2,-65060.16,-4.45,675096.09,765845.0,90748.91,31.6,35.42,25688.75,1.2,-65060.16,-4.45,765845.0,675096.09,90748.91,35.42,ON TARGET,OK,2026-03-01
Jun,6,North America,Equity Funds,2116396.65,2123810.6,1755113.98,1821524.85,2024,7413.95,0.35,66410.87,3.78,361282.67,302285.75,-58996.92,17.07,14.23,7413.95,0.35,66410.87,3.78,302285.75,361282.67,-58996.92,14.23,ON TARGET,OK,2026-03-01
Jun,6,North America,Fixed Income,2886513.11,2790758.94,1857842.97,1913760.51,2024,-95754.17,-3.32,55917.54,3.01,1028670.14,876998.43,-151671.71,35.64,31.43,-95754.17,-3.32,55917.54,3.01,876998.43,1028670.14,-151671.71,31.43,UNFAVORABLE,WATCH,2026-03-01
Jun,6,North America,Real Estate,4031256.82,4445030.92,2014910.41,2110779.86,2024,413774.1,10.26,95869.45,4.76,2016346.41,2334251.06,317904.65,50.02,52.51,413774.1,10.26,95869.45,4.76,2334251.06,2016346.41,317904.65,52.51,FAVORABLE,OK,2026-03-01
Jun,6,North America,Hedge Funds,1338513.7,1254764.76,905531.83,916580.55,2024,-83748.94,-6.26,11048.72,1.22,432981.87,338184.21,-94797.66,32.35,26.95,-83748.94,-6.26,11048.72,1.22,338184.21,432981.87,-94797.66,26.95,UNFAVORABLE,WATCH,2026-03-01
Jun,6,North America,Private Equity,3426570.81,3766154.84,1479487.65,1343658.66,2024,339584.03,9.91,-135828.99,-9.18,1947083.16,2422496.18,475413.02,56.82,64.32,339584.03,9.91,-135828.99,-9.18,2422496.18,1947083.16,475413.02,64.32,FAVORABLE,OK,2026-03-01
Jun,6,Europe,Equity Funds,4481063.64,4490605.1,2458225.64,2655704.12,2024,9541.46,0.21,197478.48,8.03,2022838.0,1834900.98,-187937.02,45.14,40.86,9541.46,0.21,197478.48,8.03,1834900.98,2022838.0,-187937.02,40.86,ON TARGET,OK,2026-03-01
Jun,6,Europe,Fixed Income,4967441.82,4828654.69,2789216.98,2794733.53,2024,-138787.13,-2.79,5516.55,0.2,2178224.84,2033921.16,-144303.68,43.85,42.12,-138787.13,-2.79,5516.55,0.2,2033921.16,2178224.84,-144303.68,42.12,UNFAVORABLE,WATCH,2026-03-01
Jun,6,Europe,Real Estate,4292098.57,4590835.0,3132383.89,3458839.73,2024,298736.43,6.96,326455.84,10.42,1159714.68,1131995.27,-27719.41,27.02,24.66,298736.43,6.96,326455.84,10.42,1131995.27,1159714.68,-27719.41,24.66,FAVORABLE,OK,2026-03-01
Jun,6,Europe,Hedge Funds,2805133.38,2669514.73,2076998.88,2325691.58,2024,-135618.65,-4.83,248692.7,11.97,728134.5,343823.15,-384311.35,25.96,12.88,-135618.65,-4.83,248692.7,11.97,343823.15,728134.5,-384311.35,12.88,UNFAVORABLE,WATCH,2026-03-01
Jun,6,Europe,Private Equity,2878530.46,2771534.75,1427427.98,1442306.37,2024,-106995.71,-3.72,14878.39,1.04,1451102.48,1329228.38,-121874.1,50.41,47.96,-106995.71,-3.72,14878.39,1.04,1329228.38,1451102.48,-121874.1,47.96,UNFAVORABLE,WATCH,2026-03-01
Jun,6,Asia Pacific,Equity Funds,2543544.58,2664107.63,1503729.74,1407573.72,2024,120563.05,4.74,-96156.02,-6.39,1039814.84,1256533.91,216719.07,40.88,47.17,120563.05,4.74,-96156.02,-6.39,1256533.91,1039814.84,216719.07,47.17,FAVORABLE,OK,2026-03-01
Jun,6,Asia Pacific,Fixed Income,4255854.59,4465475.39,1995927.55,1941356.7,2024,209620.8,4.93,-54570.85,-2.73,2259927.04,2524118.69,264191.65,53.1,56.53,209620.8,4.93,-54570.85,-2.73,2524118.69,2259927.04,264191.65,56.53,FAVORABLE,OK,2026-03-01
Jun,6,Asia Pacific,Real Estate,3932479.43,3928070.63,2266422.54,2267668.79,2024,-4408.8,-0.11,1246.25,0.05,1666056.89,1660401.84,-5655.05,42.37,42.27,-4408.8,-0.11,1246.25,0.05,1660401.84,1666056.89,-5655.05,42.27,ON TARGET,OK,2026-03-01
Jun,6,Asia Pacific,Hedge Funds,3524133.72,3473645.18,2342999.91,2318779.71,2024,-50488.54,-1.43,-24220.2,-1.03,1181133.81,1154865.47,-26268.34,33.52,33.25,-50488.54,-1.43,-24220.2,-1.03,1154865.47,1181133.81,-26268.34,33.25,ON TARGET,OK,2026-03-01
Jun,6,Asia Pacific,Private Equity,3952958.57,3625047.58,2183602.84,2429495.89,2024,-327910.99,-8.3,245893.05,11.26,1769355.73,1195551.69,-573804.04,44.76,32.98,-327910.99,-8.3,245893.05,11.26,1195551.69,1769355.73,-573804.04,32.98,UNFAVORABLE,WATCH,2026-03-01
Jun,6,Latin America,Equity Funds,2288543.31,2481750.54,1564627.16,1699563.93,2024,193207.23,8.44,134936.77,8.62,723916.15,782186.61,58270.46,31.63,31.52,193207.23,8.44,134936.77,8.62,782186.61,723916.15,58270.46,31.52,FAVORABLE,OK,2026-03-01
Jun,6,Latin America,Fixed Income,2500850.59,2656544.63,1403091.89,1246809.6,2024,155694.04,6.23,-156282.29,-11.14,1097758.7,1409735.03,311976.33,43.9,53.07,155694.04,6.23,-156282.29,-11.14,1409735.03,1097758.7,311976.33,53.07,FAVORABLE,OK,2026-03-01
Jun,6,Latin America,Real Estate,1178908.03,1319648.69,729517.05,717956.51,2024,140740.66,11.94,-11560.54,-1.58,449390.98,601692.18,152301.2,38.12,45.59,140740.66,11.94,-11560.54,-1.58,601692.18,449390.98,152301.2,45.59,FAVORABLE,OK,2026-03-01
Jun,6,Latin America,Hedge Funds,1303883.21,1286258.43,806904.72,885030.67,2024,-17624.78,-1.35,78125.95,9.68,496978.49,401227.76,-95750.73,38.12,31.19,-17624.78,-1.35,78125.95,9.68,401227.76,496978.49,-95750.73,31.19,ON TARGET,OK,2026-03-01
Jun,6,Latin America,Private Equity,952118.21,923518.35,635637.31,640391.82,2024,-28599.86,-3.0,4754.51,0.75,316480.9,283126.53,-33354.37,33.24,30.66,-28599.86,-3.0,4754.51,0.75,283126.53,316480.9,-33354.37,30.66,UNFAVORABLE,WATCH,2026-03-01
Jun,6,Middle East,Equity Funds,2967212.21,2667382.55,2346981.78,2414411.71,2024,-299829.66,-10.1,67429.93,2.87,620230.43,252970.84,-367259.59,20.9,9.48,-299829.66,-10.1,67429.93,2.87,252970.84,620230.43,-367259.59,9.48,CRITICAL,CRITICAL,2026-03-01
Jun,6,Middle East,Fixed Income,1682187.74,1666502.99,1246722.15,1173512.64,2024,-15684.75,-0.93,-73209.51,-5.87,435465.59,492990.35,57524.76,25.89,29.58,-15684.75,-0.93,-73209.51,-5.87,492990.35,435465.59,57524.76,29.58,ON TARGET,OK,2026-03-01
Jun,6,Middle East,Real Estate,906829.8,945484.88,540698.33,533136.74,2024,38655.08,4.26,-7561.59,-1.4,366131.47,412348.14,46216.67,40.37,43.61,38655.08,4.26,-7561.59,-1.4,412348.14,366131.47,46216.67,43.61,FAVORABLE,OK,2026-03-01
Jun,6,Middle East,Hedge Funds,2313936.26,2271901.63,1339501.49,1450509.92,2024,-42034.63,-1.82,111008.43,8.29,974434.77,821391.71,-153043.06,42.11,36.15,-42034.63,-1.82,111008.43,8.29,821391.71,974434.77,-153043.06,36.15,ON TARGET,OK,2026-03-01
Jun,6,Middle East,Private Equity,1631214.68,1528332.94,938721.27,955575.88,2024,-102881.74,-6.31,16854.61,1.8,692493.41,572757.06,-119736.35,42.45,37.48,-102881.74,-6.31,16854.61,1.8,572757.06,692493.41,-119736.35,37.48,UNFAVORABLE,WATCH,2026-03-01
Jul,7,North America,Equity Funds,5444317.12,5651065.91,2555603.27,2596040.49,2024,206748.79,3.8,40437.22,1.58,2888713.85,3055025.42,166311.57,53.06,54.06,206748.79,3.8,40437.22,1.58,3055025.42,2888713.85,166311.57,54.06,FAVORABLE,OK,2026-03-01
Jul,7,North America,Fixed Income,3348422.16,3433932.69,2476733.2,2716969.56,2024,85510.53,2.55,240236.36,9.7,871688.96,716963.13,-154725.83,26.03,20.88,85510.53,2.55,240236.36,9.7,716963.13,871688.96,-154725.83,20.88,FAVORABLE,OK,2026-03-01
Jul,7,North America,Real Estate,2044884.59,1972407.81,1418431.86,1459586.07,2024,-72476.78,-3.54,41154.21,2.9,626452.73,512821.74,-113630.99,30.64,26.0,-72476.78,-3.54,41154.21,2.9,512821.74,626452.73,-113630.99,26.0,UNFAVORABLE,WATCH,2026-03-01
Jul,7,North America,Hedge Funds,3762705.35,4068240.44,2491978.19,2733243.77,2024,305535.09,8.12,241265.58,9.68,1270727.16,1334996.67,64269.51,33.77,32.82,305535.09,8.12,241265.58,9.68,1334996.67,1270727.16,64269.51,32.82,FAVORABLE,OK,2026-03-01
Jul,7,North America,Private Equity,3473033.63,3539360.63,1995956.09,1799617.9,2024,66327.0,1.91,-196338.19,-9.84,1477077.54,1739742.73,262665.19,42.53,49.15,66327.0,1.91,-196338.19,-9.84,1739742.73,1477077.54,262665.19,49.15,ON TARGET,OK,2026-03-01
Jul,7,Europe,Equity Funds,1907159.82,1738792.61,1385934.72,1542763.63,2024,-168367.21,-8.83,156828.91,11.32,521225.1,196028.98,-325196.12,27.33,11.27,-168367.21,-8.83,156828.91,11.32,196028.98,521225.1,-325196.12,11.27,UNFAVORABLE,WATCH,2026-03-01
Jul,7,Europe,Fixed Income,3229818.62,3041432.41,2336000.57,2325823.73,2024,-188386.21,-5.83,-10176.84,-0.44,893818.05,715608.68,-178209.37,27.67,23.53,-188386.21,-5.83,-10176.84,-0.44,715608.68,893818.05,-178209.37,23.53,UNFAVORABLE,WATCH,2026-03-01
Jul,7,Europe,Real Estate,4052183.71,3677926.98,3083336.54,2817496.45,2024,-374256.73,-9.24,-265840.09,-8.62,968847.17,860430.53,-108416.64,23.91,23.39,-374256.73,-9.24,-265840.09,-8.62,860430.53,968847.17,-108416.64,23.39,UNFAVORABLE,WATCH,2026-03-01
Jul,7,Europe,Hedge Funds,5077208.17,5662032.17,3762126.71,4037142.06,2024,584824.0,11.52,275015.35,7.31,1315081.46,1624890.11,309808.65,25.9,28.7,584824.0,11.52,275015.35,7.31,1624890.11,1315081.46,309808.65,28.7,FAVORABLE,OK,2026-03-01
Jul,7,Europe,Private Equity,2109133.19,2127645.8,1590967.23,1656958.66,2024,18512.61,0.88,65991.43,4.15,518165.96,470687.14,-47478.82,24.57,22.12,18512.61,0.88,65991.43,4.15,470687.14,518165.96,-47478.82,22.12,ON TARGET,OK,2026-03-01
Jul,7,Asia Pacific,Equity Funds,3857508.53,4265131.66,2088712.84,1955280.13,2024,407623.13,10.57,-133432.71,-6.39,1768795.69,2309851.53,541055.84,45.85,54.16,407623.13,10.57,-133432.71,-6.39,2309851.53,1768795.69,541055.84,54.16,FAVORABLE,OK,2026-03-01
Jul,7,Asia Pacific,Fixed Income,916219.54,1007531.28,611316.78,547233.72,2024,91311.74,9.97,-64083.06,-10.48,304902.76,460297.56,155394.8,33.28,45.69,91311.74,9.97,-64083.06,-10.48,460297.56,304902.76,155394.8,45.69,FAVORABLE,OK,2026-03-01
Jul,7,Asia Pacific,Real Estate,4091650.89,4001597.77,2857486.97,3163531.73,2024,-90053.12,-2.2,306044.76,10.71,1234163.92,838066.04,-396097.88,30.16,20.94,-90053.12,-2.2,306044.76,10.71,838066.04,1234163.92,-396097.88,20.94,UNFAVORABLE,WATCH,2026-03-01
Jul,7,Asia Pacific,Hedge Funds,1910897.56,2088500.65,1151869.99,1139054.86,2024,177603.09,9.29,-12815.13,-1.11,759027.57,949445.79,190418.22,39.72,45.46,177603.09,9.29,-12815.13,-1.11,949445.79,759027.57,190418.22,45.46,FAVORABLE,OK,2026-03-01
Jul,7,Asia Pacific,Private Equity,3938574.33,3862128.26,2551293.59,2339754.35,2024,-76446.07,-1.94,-211539.24,-8.29,1387280.74,1522373.91,135093.17,35.22,39.42,-76446.07,-1.94,-211539.24,-8.29,1522373.91,1387280.74,135093.17,39.42,ON TARGET,OK,2026-03-01
Jul,7,Latin America,Equity Funds,2537097.95,2481149.39,1329801.59,1180666.88,2024,-55948.56,-2.21,-149134.71,-11.21,1207296.36,1300482.51,93186.15,47.59,52.41,-55948.56,-2.21,-149134.71,-11.21,1300482.51,1207296.36,93186.15,52.41,UNFAVORABLE,WATCH,2026-03-01
Jul,7,Latin America,Fixed Income,2568547.77,2787665.56,1263640.33,1319952.27,2024,219117.79,8.53,56311.94,4.46,1304907.44,1467713.29,162805.85,50.8,52.65,219117.79,8.53,56311.94,4.46,1467713.29,1304907.44,162805.85,52.65,FAVORABLE,OK,2026-03-01
Jul,7,Latin America,Real Estate,2999508.73,2926181.28,2152199.15,1957034.14,2024,-73327.45,-2.44,-195165.01,-9.07,847309.58,969147.14,121837.56,28.25,33.12,-73327.45,-2.44,-195165.01,-9.07,969147.14,847309.58,121837.56,33.12,UNFAVORABLE,WATCH,2026-03-01
Jul,7,Latin America,Hedge Funds,4503730.35,4656898.04,2607486.12,2307953.21,2024,153167.69,3.4,-299532.91,-11.49,1896244.23,2348944.83,452700.6,42.1,50.44,153167.69,3.4,-299532.91,-11.49,2348944.83,1896244.23,452700.6,50.44,FAVORABLE,OK,2026-03-01
Jul,7,Latin America,Private Equity,3797455.41,3856311.09,1961727.45,2086567.41,2024,58855.68,1.55,124839.96,6.36,1835727.96,1769743.68,-65984.28,48.34,45.89,58855.68,1.55,124839.96,6.36,1769743.68,1835727.96,-65984.28,45.89,ON TARGET,OK,2026-03-01
Jul,7,Middle East,Equity Funds,1793543.73,1719747.1,799121.85,875939.39,2024,-73796.63,-4.11,76817.54,9.61,994421.88,843807.71,-150614.17,55.44,49.07,-73796.63,-4.11,76817.54,9.61,843807.71,994421.88,-150614.17,49.07,UNFAVORABLE,WATCH,2026-03-01
Jul,7,Middle East,Fixed Income,754213.09,687237.54,545796.55,503158.55,2024,-66975.55,-8.88,-42638.0,-7.81,208416.54,184078.99,-24337.55,27.63,26.79,-66975.55,-8.88,-42638.0,-7.81,184078.99,208416.54,-24337.55,26.79,UNFAVORABLE,WATCH,2026-03-01
Jul,7,Middle East,Real Estate,3229427.31,3454183.56,1551255.01,1485644.91,2024,224756.25,6.96,-65610.1,-4.23,1678172.3,1968538.65,290366.35,51.97,56.99,224756.25,6.96,-65610.1,-4.23,1968538.65,1678172.3,290366.35,56.99,FAVORABLE,OK,2026-03-01
Jul,7,Middle East,Hedge Funds,1605888.44,1615942.15,748457.08,744190.15,2024,10053.71,0.63,-4266.93,-0.57,857431.36,871752.0,14320.64,53.39,53.95,10053.71,0.63,-4266.93,-0.57,871752.0,857431.36,14320.64,53.95,ON TARGET,OK,2026-03-01
Jul,7,Middle East,Private Equity,3749623.59,3753078.06,2675612.86,2382386.05,2024,3454.47,0.09,-293226.81,-10.96,1074010.73,1370692.01,296681.28,28.64,36.52,3454.47,0.09,-293226.81,-10.96,1370692.01,1074010.73,296681.28,36.52,ON TARGET,OK,2026-03-01
Aug,8,North America,Equity Funds,4107098.56,4065740.92,3173471.91,2838981.93,2024,-41357.64,-1.01,-334489.98,-10.54,933626.65,1226758.99,293132.34,22.73,30.17,-41357.64,-1.01,-334489.98,-10.54,1226758.99,933626.65,293132.34,30.17,ON TARGET,OK,2026-03-01
Aug,8,North America,Fixed Income,2916374.99,2909563.87,1735482.74,1557834.86,2024,-6811.12,-0.23,-177647.88,-10.24,1180892.25,1351729.01,170836.76,40.49,46.46,-6811.12,-0.23,-177647.88,-10.24,1351729.01,1180892.25,170836.76,46.46,ON TARGET,OK,2026-03-01
Aug,8,North America,Real Estate,1040354.62,984179.47,739786.85,748372.48,2024,-56175.15,-5.4,8585.63,1.16,300567.77,235806.99,-64760.78,28.89,23.96,-56175.15,-5.4,8585.63,1.16,235806.99,300567.77,-64760.78,23.96,UNFAVORABLE,WATCH,2026-03-01
Aug,8,North America,Hedge Funds,2179014.73,2154809.58,1655019.69,1495811.48,2024,-24205.15,-1.11,-159208.21,-9.62,523995.04,658998.1,135003.06,24.05,30.58,-24205.15,-1.11,-159208.21,-9.62,658998.1,523995.04,135003.06,30.58,ON TARGET,OK,2026-03-01
Aug,8,North America,Private Equity,3860584.8,4109789.62,2761937.68,2573036.43,2024,249204.82,6.46,-188901.25,-6.84,1098647.12,1536753.19,438106.07,28.46,37.39,249204.82,6.46,-188901.25,-6.84,1536753.19,1098647.12,438106.07,37.39,FAVORABLE,OK,2026-03-01
Aug,8,Europe,Equity Funds,2609665.48,2580540.93,1374786.76,1241185.81,2024,-29124.55,-1.12,-133600.95,-9.72,1234878.72,1339355.12,104476.4,47.32,51.9,-29124.55,-1.12,-133600.95,-9.72,1339355.12,1234878.72,104476.4,51.9,ON TARGET,OK,2026-03-01
Aug,8,Europe,Fixed Income,2527236.2,2316548.96,1826302.38,1636571.47,2024,-210687.24,-8.34,-189730.91,-10.39,700933.82,679977.49,-20956.33,27.74,29.35,-210687.24,-8.34,-189730.91,-10.39,679977.49,700933.82,-20956.33,29.35,UNFAVORABLE,WATCH,2026-03-01
